Gene	sgRNA	Pmel1_Input|beta	Pmel1_Input|z	Pmel1_Input|p-value	Pmel1_Input|fdr	Pmel1_Input|wald-p-value	Pmel1_Input|wald-fdr	Pmel1_Ctrl|beta	Pmel1_Ctrl|z	Pmel1_Ctrl|p-value	Pmel1_Ctrl|fdr	Pmel1_Ctrl|wald-p-value	Pmel1_Ctrl|wald-fdr	Pmel1|beta	Pmel1|z	Pmel1|p-value	Pmel1|fdr	Pmel1|wald-p-value	Pmel1|wald-fdr
Olah	4	0.07333	0.39098	0.54318	0.90698	0.69581	0.99994	-0.066288	-0.34571	0.42577	0.96099	0.72956	1	-0.32166	-1.674	0.97118	0.99908	0.094124	0.23408
Gimap9	4	-0.11162	-0.54608	0.68976	0.95175	0.58501	0.99994	-0.011549	-0.055391	0.90368	0.99524	0.95583	1	-0.51611	-2.4726	0.55858	0.96858	0.013414	0.064634
Olfr1029	4	-0.040659	-0.1128	0.94592	0.99254	0.91019	0.99994	-0.18005	-0.48801	0.015604	0.3101	0.62554	1	0.24664	0.66869	0.085184	0.81383	0.5037	0.6884
Lgi3	4	0.12279	0.47047	0.34247	0.78443	0.63802	0.99994	-0.01654	-0.061734	0.97047	0.99661	0.95077	1	0.039233	0.14646	0.28285	0.93533	0.88356	0.95464
Zfp3	4	0.14613	0.79342	0.26201	0.71025	0.42753	0.99994	-0.0013071	-0.0069508	0.75959	0.98741	0.99445	1	-0.49553	-2.6313	0.59644	0.97041	0.0085049	0.048601
Zc3h3	4	-0.66016	-1.487	0.034053	0.2293	0.13703	0.99994	-0.20231	-0.44613	0.0071665	0.19665	0.65551	1	-0.26908	-0.59275	0.90877	0.99908	0.55335	0.7277
Ndfip1	4	0.19948	0.81354	0.12493	0.50051	0.41591	0.99994	-0.013584	-0.054117	0.93067	0.99628	0.95684	1	-0.13055	-0.51975	0.59187	0.96992	0.60324	0.76795
Olfr884	4	0.034894	0.20137	0.72158	0.95808	0.84041	0.99994	0.04359	0.24638	0.28097	0.91765	0.80539	1	-0.72914	-4.1099	0.26109	0.93533	3.9585e-05	0.0016501
Olfr888	4	-0.071645	-0.68273	0.82953	0.98101	0.49478	0.99994	-0.020268	-0.18979	0.97743	0.99772	0.84947	1	0.17855	1.6719	0.1326	0.88953	0.094552	0.2348
Olfr885	4	0.001862	0.0055649	0.87304	0.98808	0.99556	0.99994	0.0069713	0.020409	0.65423	0.98741	0.98372	1	0.070113	0.2053	0.24142	0.93533	0.83734	0.92538
Sel1l	4	-0.76539	-1.7254	0.018907	0.1524	0.084447	0.86446	-0.10914	-0.23889	0.14058	0.78826	0.81119	1	1.3082	2.8713	0.0019314	0.31667	0.0040881	0.030665
Plscr5	4	0.12054	0.91081	0.3508	0.79215	0.36239	0.99994	0.02476	0.18297	0.4522	0.9681	0.85482	1	-0.32478	-2.397	0.96391	0.99908	0.01653	0.074099
Lcp2	4	0.22018	0.90998	0.089454	0.415	0.36283	0.99994	-0.0162	-0.065395	0.96579	0.99654	0.94786	1	-0.36524	-1.4721	0.86999	0.99624	0.141	0.30597
Zc3h8	4	-0.44177	-1.1479	0.11832	0.4845	0.25101	0.99994	0.053385	0.13449	0.21042	0.85591	0.89302	1	0.17386	0.43932	0.13616	0.89028	0.66043	0.80798
Batf3	4	-0.041754	-0.16785	0.94216	0.99254	0.8667	0.99994	-0.075397	-0.29703	0.3417	0.93619	0.76644	1	-0.43887	-1.7253	0.70963	0.9825	0.084468	0.21798
Prdx5	4	-0.22685	-1.5497	0.39522	0.82324	0.12121	0.99994	0.023244	0.15578	0.46638	0.9681	0.8762	1	-0.1515	-1.015	0.63736	0.97646	0.31012	0.51021
Itfg1	4	0.26964	1.2012	0.03629	0.238	0.22966	0.99994	-0.058955	-0.2571	0.50023	0.97267	0.7971	1	-0.51351	-2.2371	0.56391	0.96858	0.025277	0.098071
Kirrel2	4	0.14283	0.61655	0.27263	0.72188	0.53753	0.99994	0.13118	0.55416	0.0096569	0.2378	0.57947	1	-0.27986	-1.1819	0.93255	0.99908	0.23726	0.42937
1700007K13Rik	4	0.063605	0.26691	0.58729	0.92394	0.78954	0.99994	-0.006121	-0.025075	0.82424	0.98741	0.98	1	-0.28636	-1.1699	0.94836	0.99908	0.24202	0.43526
Capza2	4	-0.23151	-0.68841	0.38501	0.81664	0.49119	0.99994	-0.049688	-0.14345	0.60351	0.98614	0.88593	1	0.656	1.8984	0.0080305	0.44321	0.057646	0.16848
Ccdc122	4	0.029941	0.15652	0.74384	0.96233	0.87562	0.99994	-0.08175	-0.41939	0.29474	0.92401	0.67493	1	-0.69901	-3.5805	0.29464	0.93533	0.000343	0.006388
Urb2	4	-1.5609	-3.0462	0.00025413	0.005637	0.0023179	0.058769	-0.064821	-0.12422	0.44147	0.9669	0.90114	1	-0.84231	-1.615	0.16402	0.91028	0.10631	0.2536
E2f8	4	0.11658	0.45353	0.36661	0.80414	0.65017	0.99994	0.016738	0.06358	0.53677	0.97622	0.94931	1	0.2028	0.77111	0.11344	0.85616	0.44064	0.633
Rdh10	4	0.0051642	0.024445	0.85896	0.98611	0.9805	0.99994	0.040278	0.18689	0.30618	0.92789	0.85175	1	-0.10533	-0.48852	0.53886	0.96626	0.62518	0.78442
Gm17677	4	0.20322	0.68291	0.11797	0.48374	0.49466	0.99994	-0.054514	-0.17969	0.54775	0.97985	0.8574	1	-0.020647	-0.068047	0.37809	0.94249	0.94575	0.98913
Olfr1477	4	0.087679	0.2977	0.47832	0.8703	0.76593	0.99994	-0.043376	-0.14424	0.67649	0.98741	0.88531	1	-0.56852	-1.8875	0.47187	0.96121	0.059092	0.17125
Gys2	4	0.13926	0.76249	0.28518	0.73556	0.44577	0.99994	0.050706	0.27233	0.22755	0.8722	0.78537	1	-0.21589	-1.1593	0.78658	0.98846	0.24635	0.44054
Slx1b	4	-0.025575	-0.10351	0.99238	0.99883	0.91756	0.99994	-0.12102	-0.48075	0.099568	0.71366	0.63069	1	-0.58879	-2.3374	0.44076	0.95696	0.01942	0.08248
Phf21a	4	0.079342	0.45137	0.51497	0.8912	0.65172	0.99994	-0.074819	-0.41735	0.34623	0.93625	0.67642	1	-0.17023	-0.94905	0.67975	0.979	0.3426	0.54267
Ppic	4	-0.042595	-0.43279	0.93835	0.99254	0.66517	0.99994	0.023586	0.23478	0.46287	0.9681	0.81438	1	0.012069	0.12013	0.32615	0.93533	0.90438	0.96631
Tlx2	4	0.17823	0.69022	0.17428	0.59418	0.49006	0.99994	-0.050947	-0.19344	0.58856	0.98614	0.84662	1	-0.32237	-1.223	0.96966	0.99908	0.22131	0.41188
Arhgap10	4	0.058244	0.26262	0.61225	0.93402	0.79284	0.99994	-0.083022	-0.36653	0.2861	0.92037	0.71397	1	-0.42119	-1.8557	0.74724	0.9852	0.063493	0.17964
Zfp109	4	0.14358	1.0885	0.26989	0.71903	0.27636	0.99994	0.033086	0.2456	0.36905	0.9379	0.80599	1	-0.14776	-1.0964	0.62963	0.97534	0.27291	0.47092
Parn	4	-0.97369	-1.9074	0.005845	0.065639	0.056473	0.66177	-0.24788	-0.47146	0.0019314	0.082251	0.63731	1	0.26593	0.50568	0.074917	0.78804	0.61308	0.7751
Slc22a23	4	0.1558	0.75092	0.2338	0.67707	0.4527	0.99994	-0.024271	-0.11469	0.9229	0.99601	0.90869	1	-0.18205	-0.85994	0.70679	0.98131	0.38982	0.58821
Klc3	4	0.13137	0.70315	0.31197	0.75994	0.48196	0.99994	-0.085094	-0.44674	0.27039	0.9096	0.65507	1	-0.76941	-4.0378	0.22201	0.93533	5.3962e-05	0.002011
Fgd4	4	0.025426	0.10236	0.76524	0.96768	0.91847	0.99994	0.08991	0.35481	0.059263	0.59369	0.72273	1	-0.48079	-1.8961	0.6245	0.97432	0.057949	0.16896
Ywhaz	4	-0.39801	-1.1419	0.15334	0.55637	0.25348	0.99994	-0.19954	-0.56034	0.0075222	0.20191	0.57525	1	-1.824	-5.1122	0.001169	0.25275	3.1845e-07	5.8556e-05
Stam2	4	0.0093122	0.079471	0.83929	0.98286	0.93666	0.99994	0.021147	0.17721	0.48895	0.97007	0.85934	1	-0.38967	-3.2641	0.81728	0.99344	0.0010982	0.013204
Gtf2f2	4	-1.2645	-2.4977	0.0013215	0.021155	0.012501	0.21961	-0.13114	-0.25424	0.074104	0.64542	0.79931	1	-0.74333	-1.4416	0.24717	0.93533	0.14942	0.31744
Memo1	4	0.014121	0.034078	0.8182	0.98015	0.97281	0.99994	-0.10382	-0.24468	0.16249	0.80998	0.8067	1	-2.236	-5.2321	0	0	1.6758e-07	3.5454e-05
Mrps16	4	-2.2193	-4.2318	0.00010165	0.0038462	2.3183e-05	0.0012497	-0.32327	-0.60584	0.0002033	0.017167	0.54462	1	-0.26778	-0.50193	0.90562	0.99908	0.61571	0.77713
Fyttd1	4	0.15013	0.91708	0.24925	0.69468	0.3591	0.99994	0.0019508	0.011639	0.7172	0.98741	0.99071	1	-0.11766	-0.70138	0.56529	0.96858	0.48307	0.67131
Cul4b	4	0.07603	0.51487	0.53067	0.90009	0.60664	0.99994	-0.040581	-0.26953	0.71075	0.98741	0.78752	1	-0.0076368	-0.050712	0.35624	0.93772	0.95955	0.99561
Trpm7	4	-1.0146	-2.1223	0.0045235	0.053518	0.03381	0.45972	-0.16378	-0.33375	0.026023	0.40603	0.73857	1	-0.36855	-0.74987	0.86241	0.99624	0.45334	0.64463
Timm21	4	0.16749	0.5184	0.20107	0.63165	0.60418	0.99994	0.016832	0.050893	0.5352	0.97581	0.95941	1	-0.45229	-1.3627	0.6799	0.979	0.17298	0.35046
Pde1b	4	-0.004775	-0.017455	0.90262	0.99092	0.98607	0.99994	-0.040881	-0.14681	0.70694	0.98741	0.88328	1	-0.40061	-1.4376	0.79329	0.98992	0.15056	0.31928
Gm14781	4	0.024404	0.085514	0.76945	0.96841	0.93185	0.99994	-0.013443	-0.045926	0.92834	0.99618	0.96337	1	-0.60096	-2.0421	0.42231	0.95603	0.041144	0.1349
Sirt5	4	0.088148	0.62557	0.4767	0.8699	0.5316	0.99994	-0.042923	-0.29878	0.68137	0.98741	0.7651	1	-0.34934	-2.4294	0.90729	0.99908	0.015123	0.07006
Olfr1480	4	-0.049275	-0.22107	0.91253	0.99139	0.82504	0.99994	0.0066374	0.029327	0.65814	0.98741	0.9766	1	0.062717	0.27708	0.25017	0.93533	0.78172	0.89156
Cyp2c29	4	0.3699	1.1179	0.0034562	0.043786	0.26362	0.99994	0.016526	0.048624	0.53931	0.97663	0.96122	1	-0.5739	-1.6827	0.46313	0.95971	0.09244	0.23139
Suco	4	-0.55368	-1.798	0.06338	0.33876	0.072172	0.78118	-0.036833	-0.11742	0.75563	0.98741	0.90653	1	-0.064917	-0.20689	0.46064	0.95971	0.8361	0.92456
Speer4c	4	-1.9972	-3.5545	0.00015248	0.0047962	0.00037865	0.013327	0.062032	0.10874	0.16061	0.80782	0.91341	1	-0.32089	-0.56233	0.9726	0.99908	0.57389	0.74517
Vipr2	4	0.088187	0.65508	0.47644	0.86982	0.51241	0.99994	0.089852	0.65311	0.059263	0.59369	0.51368	1	-0.34774	-2.5256	0.91111	0.99908	0.01155	0.05909
Olfr152	4	-0.12859	-0.58822	0.63675	0.93928	0.55638	0.99994	0.014209	0.063663	0.56757	0.9837	0.94924	1	-0.48576	-2.1725	0.61454	0.9723	0.029822	0.1093
Thra	4	0.098184	0.60655	0.4368	0.84862	0.54415	0.99994	0.02492	0.15053	0.45001	0.9681	0.88035	1	-0.39619	-2.3873	0.80315	0.99194	0.016971	0.075373
Stx2	4	0.17506	0.77878	0.1817	0.60717	0.43611	0.99994	-0.014834	-0.064641	0.94694	0.99628	0.94846	1	-0.05013	-0.2184	0.43166	0.95696	0.82712	0.91873
Fbxl17	4	0.23881	1.127	0.065464	0.34475	0.25973	0.99994	-0.069205	-0.31612	0.39537	0.9475	0.75191	1	0.22386	1.0243	0.099416	0.8385	0.30568	0.50549
Nr3c1	4	0.27134	1.5402	0.035324	0.23464	0.12351	0.99994	-0.071992	-0.39926	0.36976	0.93823	0.6897	1	-0.16137	-0.8938	0.66064	0.979	0.37143	0.57042
Pik3cd	4	0.027141	0.18162	0.75741	0.96603	0.85588	0.99994	-0.044773	-0.29404	0.66064	0.98741	0.76873	1	0.042896	0.28168	0.27802	0.93533	0.77819	0.88905
Rab6a	4	0.21414	0.73681	0.099924	0.4418	0.46124	0.99994	-0.028012	-0.093906	0.87233	0.99203	0.92518	1	0.24029	0.80621	0.08864	0.82022	0.42012	0.61674
Olfr968	4	0.104	0.42159	0.41428	0.83729	0.67332	0.99994	0.00037842	0.0014961	0.73693	0.98741	0.99881	1	0.14542	0.57535	0.15914	0.90607	0.56505	0.73782
Ccdc39	4	0.33711	0.93019	0.0074714	0.078526	0.35227	0.99994	0.016237	0.043405	0.54277	0.97847	0.96538	1	-0.32168	-0.85841	0.97113	0.99908	0.39066	0.58917
Guca2a	4	0.036662	0.11507	0.71309	0.95716	0.90839	0.99994	0.012514	0.038407	0.58836	0.98614	0.96936	1	-0.90809	-2.7755	0.1233	0.87183	0.0055111	0.036856
Ap3m1	4	-0.68308	-1.7579	0.029886	0.21008	0.078762	0.82604	-0.022239	-0.055843	0.95166	0.99628	0.95547	1	-0.60797	-1.5231	0.41098	0.95255	0.12773	0.28726
Fam111a	4	0.080565	0.35545	0.50897	0.88682	0.72225	0.99994	-0.04461	-0.1917	0.66241	0.98741	0.84798	1	-0.14332	-0.61452	0.61921	0.97256	0.53887	0.71666
Btbd35f28	4	-1.5309	-2.4198	0.00025413	0.005637	0.015528	0.26144	0.12599	0.19314	0.011995	0.27126	0.84685	1	0.12691	0.19471	0.17774	0.91905	0.84562	0.93108
Cenpc1	4	-1.159	-2.5276	0.0018806	0.027106	0.011484	0.20642	-0.025871	-0.055325	0.90277	0.99524	0.95588	1	-0.78117	-1.6701	0.2121	0.93255	0.0949	0.23549
4930548H24Rik	4	0.15686	0.73299	0.23111	0.67533	0.46356	0.99994	-0.050292	-0.22898	0.59634	0.98614	0.81889	1	-0.12532	-0.56963	0.58064	0.96858	0.56893	0.74084
Gtf3c5	4	-0.92133	-1.9308	0.0082338	0.084817	0.053503	0.63798	-0.2143	-0.4375	0.0047268	0.14623	0.66175	1	-0.82222	-1.6762	0.17835	0.91991	0.093694	0.23337
Pde3b	4	0.043047	0.43083	0.68208	0.94929	0.66659	0.99994	0.0012661	0.012451	0.72559	0.98741	0.99007	1	-0.029551	-0.29057	0.3938	0.94682	0.77138	0.88521
H2al1j	4	-0.068362	-0.24277	0.84152	0.98302	0.80818	0.99994	-0.10474	-0.36335	0.15868	0.80733	0.71634	1	-0.13295	-0.46034	0.59649	0.97041	0.64527	0.79814
H2al1f	4	-0.6825	-1.6023	0.030038	0.21077	0.1091	0.99236	-0.24163	-0.55332	0.0022363	0.088757	0.58004	1	0.16521	0.37815	0.14287	0.897	0.70532	0.83998
H2al1o	4	-0.24765	-0.95153	0.35436	0.79528	0.34134	0.99994	0.051957	0.19552	0.21881	0.86186	0.84499	1	0.047105	0.17729	0.27192	0.93533	0.85928	0.93976
Olfr362	4	0.04822	0.21674	0.65845	0.94349	0.82841	0.99994	-0.045946	-0.20243	0.64584	0.98703	0.83958	1	-0.37886	-1.6673	0.83939	0.99453	0.095448	0.23661
Rnf24	4	0.1966	1.0374	0.13083	0.51449	0.29956	0.99994	0.0030542	0.015759	0.70338	0.98741	0.98743	1	-0.45707	-2.3551	0.67111	0.979	0.018516	0.079805
Clcn5	4	0.27989	1.3339	0.029479	0.20766	0.18223	0.99994	-0.022943	-0.10702	0.94206	0.99628	0.91478	1	-0.054163	-0.25261	0.43919	0.95696	0.80057	0.90374
Olfr874	4	0.0197	0.11429	0.79177	0.97399	0.90901	0.99994	0.097093	0.54869	0.045388	0.53441	0.58322	1	-0.23454	-1.3234	0.82983	0.99344	0.18569	0.36671
Olfr23	4	0.10944	0.50005	0.39172	0.82175	0.61704	0.99994	0.048269	0.21606	0.24503	0.88932	0.82894	1	-0.0039246	-0.017566	0.35055	0.93759	0.98598	1
Coch	4	-0.097821	-0.65838	0.7353	0.96039	0.51029	0.99994	-0.030327	-0.20022	0.84168	0.98831	0.84131	1	-0.34931	-2.3043	0.9074	0.99908	0.021206	0.087597
Vmn1r199	4	0.037853	0.23394	0.70745	0.95618	0.81503	0.99994	0.016552	0.099778	0.53906	0.97663	0.92052	1	-0.5834	-3.4954	0.44773	0.95702	0.00047335	0.0078926
Gpr183	4	0.0039451	0.016105	0.86384	0.98728	0.98715	0.99994	0.084708	0.33893	0.073291	0.64461	0.73466	1	-0.26928	-1.0768	0.90902	0.99908	0.28156	0.48024
Vmn1r212	4	0.12012	0.66498	0.35233	0.79368	0.50606	0.99994	-0.081	-0.4404	0.30008	0.92584	0.65965	1	-0.8053	-4.3753	0.19126	0.92481	1.2128e-05	0.00077222
Olfr1391	4	0.10659	0.33032	0.40351	0.82859	0.74116	0.99994	0.048092	0.14509	0.24605	0.89038	0.88464	1	-0.28317	-0.85199	0.94048	0.99908	0.39422	0.5929
Slk	4	0.0047058	0.013822	0.86094	0.98637	0.98897	0.99994	-0.037496	-0.10595	0.74867	0.98741	0.91562	1	0.54761	1.5565	0.0123	0.49307	0.1196	0.27527
Bex4	4	0.10656	0.51032	0.40351	0.82859	0.60983	0.99994	-0.060409	-0.2826	0.486	0.97007	0.77748	1	-0.82508	-3.8382	0.17621	0.91647	0.00012394	0.0033626
Tcp10a	4	-0.11079	-0.44018	0.69235	0.95239	0.65981	0.99994	0.0102	0.039743	0.61484	0.98614	0.9683	1	-0.45069	-1.7533	0.68234	0.979	0.07955	0.20908
Cox7a1	4	-0.19914	-0.62306	0.45316	0.85831	0.53324	0.99994	0.037374	0.1146	0.33108	0.93474	0.90876	1	-0.76218	-2.3328	0.22846	0.93533	0.01966	0.083231
Dda1	4	-0.8168	-1.8703	0.014282	0.12456	0.061435	0.70204	-0.059143	-0.1328	0.49814	0.97267	0.89435	1	-1.2063	-2.7079	0.031766	0.66489	0.0067702	0.041915
Slc16a3	4	-0.74183	-1.8119	0.021703	0.16918	0.069998	0.76426	-0.17423	-0.41794	0.018907	0.34743	0.67599	1	-0.86269	-2.0689	0.15095	0.90229	0.038554	0.12957
Olfr473	4	0.1223	0.91531	0.34419	0.78662	0.36003	0.99994	0.036856	0.27022	0.33606	0.93497	0.78699	1	-0.054382	-0.39867	0.4399	0.95696	0.69014	0.8297
Olfr1193	4	0.029187	0.085701	0.74775	0.96346	0.9317	0.99994	-0.056908	-0.16193	0.52254	0.97267	0.87136	1	0.16111	0.45882	0.14648	0.90147	0.64636	0.79878
Bcl2l11	4	0.061822	0.27381	0.59573	0.9281	0.78423	0.99994	0.076244	0.33058	0.099212	0.71366	0.74096	1	-0.84495	-3.658	0.16213	0.9094	0.00025416	0.0053142
Fmo2	4	0.26557	1.3411	0.039797	0.25323	0.17989	0.99994	-0.039511	-0.1945	0.72366	0.98741	0.84578	1	-0.34006	-1.671	0.92844	0.99908	0.094722	0.23516
Psip1	4	0.11413	0.46236	0.37403	0.80863	0.64382	0.99994	0.010028	0.039609	0.61647	0.98614	0.9684	1	-0.23783	-0.93771	0.83888	0.99453	0.34839	0.54776
H2al1n	4	-0.45363	-1.1349	0.10917	0.46203	0.25641	0.99994	-0.024667	-0.060005	0.91781	0.99601	0.95215	1	-1.2579	-3.0385	0.023329	0.59688	0.0023777	0.021585
Ppp2r2a	4	-0.33372	-1.1899	0.22368	0.66621	0.23409	0.99994	-0.12674	-0.443	0.084371	0.67921	0.65776	1	0.10218	0.35709	0.20391	0.92961	0.72102	0.851
4931406P16Rik	4	0.047828	0.189	0.65997	0.94353	0.85009	0.99994	-0.017091	-0.066268	0.97886	0.99772	0.94716	1	-0.30795	-1.1935	0.99787	0.99919	0.23269	0.4242
Hal	4	0.054666	0.25589	0.62856	0.93768	0.79804	0.99994	0.014896	0.068434	0.55898	0.98069	0.94544	1	-0.42044	-1.9306	0.74912	0.9852	0.053535	0.16073
Olfr665	4	0.33777	1.4216	0.0073698	0.077499	0.15515	0.99994	-0.013331	-0.054728	0.92706	0.99601	0.95636	1	-0.38911	-1.595	0.81855	0.99344	0.11072	0.26089
Gpatch11	4	-0.055032	-0.39203	0.89052	0.98938	0.69503	0.99994	-0.0067848	-0.047486	0.834	0.98741	0.96213	1	-0.29356	-2.0538	0.96534	0.99908	0.039998	0.13262
Olfr1275	4	0.08918	0.42535	0.47227	0.86776	0.67058	0.99994	-0.024143	-0.11288	0.92488	0.99601	0.91013	1	-0.078795	-0.36827	0.48813	0.96377	0.71267	0.84509
Tmem154	4	0.03747	0.2105	0.70902	0.95627	0.83327	0.99994	-0.049822	-0.27468	0.60208	0.98614	0.78356	1	-0.56431	-3.1085	0.47944	0.96377	0.0018802	0.018438
Prr15	4	0.059354	0.39974	0.60651	0.93219	0.68935	0.99994	0.014914	0.098588	0.55878	0.98069	0.92147	1	-0.1593	-1.0526	0.65525	0.97875	0.29252	0.49203
Lysmd3	4	0.067787	0.22673	0.56849	0.91725	0.82064	0.99994	-0.013529	-0.044143	0.92961	0.99628	0.96479	1	-0.033411	-0.10896	0.40036	0.9494	0.91323	0.97071
Bin3	4	0.039661	0.13257	0.69865	0.95361	0.89454	0.99994	0.02036	0.066544	0.49693	0.97187	0.94694	1	0.18942	0.61933	0.12335	0.87183	0.5357	0.71462
Npc1l1	4	0.024571	0.18721	0.76874	0.96841	0.85149	0.99994	-0.053438	-0.39987	0.55934	0.98069	0.68925	1	-0.29073	-2.1743	0.95883	0.99908	0.029682	0.10897
Slc26a10	4	-0.014849	-0.068714	0.94516	0.99254	0.94522	0.99994	0.029329	0.13258	0.40518	0.95463	0.89453	1	-0.06301	-0.28471	0.45708	0.95913	0.77587	0.88762
Gls2	4	0.22238	0.894	0.086506	0.40683	0.37132	0.99994	-0.021247	-0.083549	0.96432	0.99628	0.93342	1	0.012778	0.050241	0.32498	0.93533	0.95993	0.99587
Mon1a	4	-0.007203	-0.041516	0.91294	0.99144	0.96688	0.99994	-0.011329	-0.063862	0.90048	0.99524	0.94908	1	-0.36619	-2.0591	0.8675	0.99624	0.039481	0.13154
Klrc1	4	0.12834	0.97057	0.32407	0.77241	0.33176	0.99994	-0.009794	-0.072615	0.87903	0.99266	0.94211	1	-0.0094947	-0.070387	0.35944	0.93772	0.94389	0.98779
Ugt2b38	4	0.10698	0.3701	0.40178	0.82822	0.71131	0.99994	0.052983	0.17921	0.21225	0.85626	0.85777	1	-0.38477	-1.2997	0.82709	0.99344	0.1937	0.37677
Olfr608	4	0.0035566	0.014715	0.86572	0.9876	0.98826	0.99994	0.0057506	0.023165	0.66907	0.98741	0.98152	1	0.01616	0.065108	0.31909	0.93533	0.94809	0.99053
Tex19.1	4	0.0025646	0.011666	0.87039	0.98808	0.99069	0.99994	-0.10079	-0.44988	0.17845	0.82698	0.6528	1	-0.48904	-2.18	0.60762	0.97086	0.029257	0.10794
Ces2f	4	0.19131	1.2549	0.14175	0.53583	0.20953	0.99994	-0.016808	-0.1075	0.97504	0.99772	0.91439	1	-0.44875	-2.8593	0.68656	0.979	0.0042462	0.031449
Msr1	4	0.084055	0.26483	0.49433	0.88011	0.79114	0.99994	-0.015385	-0.047225	0.95426	0.99628	0.96233	1	-0.76779	-2.3442	0.22307	0.93533	0.019067	0.081394
Afg3l2	4	-0.67559	-1.5858	0.03141	0.21861	0.11279	0.99994	-0.14324	-0.32818	0.051029	0.56436	0.74277	1	-0.22199	-0.50794	0.80051	0.99194	0.6115	0.77406
D330045A20Rik	4	0.19834	0.96254	0.12722	0.50545	0.33578	0.99994	-0.069866	-0.33092	0.38811	0.94295	0.7407	1	-0.44677	-2.1117	0.69062	0.98003	0.034713	0.1209
Gab1	4	-0.12255	-0.44647	0.65469	0.94195	0.65526	0.99994	-0.033128	-0.11815	0.80402	0.98741	0.90595	1	-0.2521	-0.89831	0.87095	0.99624	0.36902	0.56815
Apol6	4	0.087132	0.3171	0.48107	0.87148	0.75117	0.99994	0.043042	0.15287	0.28488	0.91993	0.8785	1	0.25426	0.90345	0.081372	0.80462	0.36629	0.56572
Chd6	4	-0.17556	-0.9379	0.50948	0.88702	0.3483	0.99994	-0.031263	-0.16346	0.82801	0.98741	0.87015	1	-0.19304	-1.0085	0.73062	0.98398	0.31321	0.51353
Gm19345	4	0.11704	0.65151	0.36498	0.80414	0.51472	0.99994	-0.072585	-0.39467	0.36437	0.93726	0.69309	1	0.12562	0.68315	0.17931	0.91991	0.49451	0.68119
Apoa5	4	0.027752	0.13696	0.75482	0.96561	0.89107	0.99994	-0.061793	-0.29949	0.47263	0.96838	0.76456	1	-0.20863	-1.0107	0.76793	0.98651	0.31215	0.5126
Zfp35	4	-0.14137	-0.56573	0.60086	0.92973	0.57158	0.99994	0.022271	0.087536	0.47665	0.96838	0.93025	1	-0.20086	-0.78926	0.74877	0.9852	0.42996	0.62456
Rock2	4	-0.023513	-0.081855	0.98333	0.99696	0.93476	0.99994	-0.08389	-0.28714	0.27975	0.91765	0.77401	1	-1.4244	-4.8768	0.010419	0.47786	1.0784e-06	0.0001424
1700025F22Rik	4	0.34767	1.173	0.0060991	0.06795	0.24081	0.99994	-0.067491	-0.22144	0.41362	0.95769	0.82475	1	-0.51322	-1.6755	0.56427	0.96858	0.093845	0.23362
Ccdc144b	4	0.31216	0.9315	0.013977	0.12293	0.35159	0.99994	-0.10037	-0.29185	0.18008	0.82742	0.7704	1	-0.024207	-0.070343	0.38409	0.94433	0.94392	0.98779
Wnt8a	4	0.12646	0.47304	0.32981	0.77599	0.63618	0.99994	0.040509	0.14824	0.30435	0.92665	0.88215	1	-0.31676	-1.1575	0.98196	0.99908	0.24705	0.44149
Samd9l	4	0.016562	0.10808	0.80712	0.97724	0.91393	0.99994	-0.043573	-0.27915	0.67451	0.98741	0.78013	1	-0.36927	-2.3639	0.86074	0.99624	0.018081	0.078463
Olfr876	4	0.20871	0.99186	0.10745	0.45738	0.32127	0.99994	-0.028273	-0.13143	0.86872	0.99182	0.89544	1	-0.30832	-1.4315	0.99903	0.99969	0.15228	0.32175
Olfr145	4	0.11125	0.50366	0.38419	0.81601	0.6145	0.99994	0.039984	0.17673	0.30872	0.92889	0.85972	1	-0.26478	-1.1687	0.89881	0.99908	0.24252	0.43577
Olfr1380	4	-0.58234	-1.3449	0.05291	0.3035	0.17866	0.99994	-0.061184	-0.13856	0.47776	0.96838	0.8898	1	-0.30135	-0.68195	0.98323	0.99908	0.49527	0.68192
Olfr1382	4	0.059419	0.23626	0.6062	0.93187	0.81323	0.99994	0.0062598	0.02429	0.66277	0.98741	0.98062	1	-0.34862	-1.3481	0.90917	0.99908	0.17762	0.35652
Olfr1371	4	-0.76944	-1.8034	0.018653	0.15134	0.07132	0.77526	0.097097	0.22266	0.045388	0.53441	0.8238	1	-0.97207	-2.2251	0.093266	0.82519	0.026077	0.10018
0610040J01Rik	4	0.040984	0.24654	0.69281	0.95248	0.80526	0.99994	-0.011143	-0.065538	0.8982	0.99524	0.94775	1	-0.1378	-0.80964	0.60696	0.97086	0.41815	0.61492
Atp5o	4	-0.79554	-1.6624	0.015756	0.13403	0.09643	0.93673	0.032826	0.066311	0.37118	0.93833	0.94713	1	0.024464	0.049438	0.30546	0.93533	0.96057	0.99616
Kmt2c	4	-0.13702	-0.33678	0.61342	0.93433	0.73628	0.99994	-0.16398	-0.39555	0.02582	0.40414	0.69244	1	-0.81753	-1.9693	0.18221	0.92135	0.04892	0.1515
Zbtb5	4	-0.16114	-0.90777	0.54836	0.90853	0.364	0.99994	0.060461	0.3341	0.1694	0.81751	0.7383	1	-0.1097	-0.60608	0.54816	0.96658	0.54446	0.72044
