id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Zfp148	4	0.0012075	0.0043723	0.358051	231	4	-2.3509	0.99879	0.99877	1.0	19183	0	-2.3509
Usp8	4	0.0012391	0.0044825	0.36445	232	4	-1.3687	0.99876	0.99874	1.0	19182	0	-1.3687
Tgif2lx1	4	0.0012498	0.0045127	0.36445	233	4	-1.4512	0.99875	0.99873	1.0	19181	0	-1.4512
Zfp942	4	0.0012555	0.0045322	0.36445	234	4	-1.6336	0.99874	0.99873	1.0	19180	0	-1.6336
Olfr1463	4	0.0012606	0.0045501	0.36445	235	2	-0.071229	0.50889	0.50849	1.0	9343	0	-0.071229
Cdk2	4	0.0012674	0.0045747	0.36445	236	4	-1.9964	0.99873	0.99871	1.0	19179	0	-1.9964
Sec23b	4	0.0012745	0.0046008	0.36445	237	2	-1.3548	0.63707	0.63681	1.0	11750	0	-1.3548
Sept3	4	0.0012745	0.0046008	0.36445	238	3	-2.0416	0.090339	0.11302	1.0	2031	1	-2.0416
Mrpl51	4	0.0012746	0.0046014	0.36445	239	4	-1.5616	0.99873	0.9987	1.0	19177	0	-1.5616
Sod2	4	0.0013039	0.0046982	0.370485	240	4	-2.596	0.99793	0.99793	1.0	19129	0	-2.596
Cul3	3	0.0013068	0.0036812	0.332788	241	3	-2.0949	0.99869	0.99873	1.0	19176	0	-2.0949
Nprl3	4	0.001308	0.0047166	0.370485	242	4	-2.4049	0.99829	0.99828	1.0	19152	0	-2.4049
Gm694	3	0.0013119	0.0037022	0.332788	243	3	-1.7376	0.99869	0.99873	1.0	19175	0	-1.7376
Higd2a	4	0.0013153	0.0047351	0.370485	244	4	-2.0845	0.99868	0.99866	1.0	19174	0	-2.0845
Nudt11	4	0.0013245	0.0047694	0.370571	245	4	-1.5788	0.99868	0.99864	1.0	19172	0	-1.5788
Atg5	4	0.0013261	0.0047745	0.370571	246	4	-2.7555	0.99846	0.99843	1.0	19163	0	-2.7555
Surf6	3	0.0013396	0.0037735	0.335088	247	3	-2.1588	0.99866	0.9987	1.0	19171	0	-2.1588
Lemd2	4	0.001341	0.0048237	0.372891	248	4	-2.0157	0.99866	0.99862	1.0	19170	0	-2.0157
Ddx28	3	0.0013484	0.003798	0.335088	249	3	-1.9525	0.99865	0.99869	1.0	19169	0	-1.9525
Prdx1	4	0.0013515	0.004857	0.373969	250	3	-2.3789	0.82506	0.82497	1.0	15309	0	-2.3789
Pcp4	4	0.0013679	0.0049139	0.375396	251	2	-1.4301	0.55297	0.55245	1.0	10184	0	-1.4301
Rnf4	4	0.0013681	0.0049144	0.375396	252	4	-2.4529	0.98999	0.98996	1.0	18842	0	-2.4529
Rgmb	4	0.0013811	0.004963	0.375832	253	4	-2.4941	0.99799	0.99799	1.0	19137	0	-2.4941
Tsc2	4	0.0013844	0.0049748	0.375832	254	4	-2.4652	0.99862	0.99858	1.0	19168	0	-2.4652
Exoc4	4	0.001386	0.0049784	0.375832	255	3	-2.3927	0.97935	0.97945	1.0	18588	0	-2.3927
Ccne1	4	0.001401	0.0050353	0.378403	256	4	-1.5197	0.9986	0.99856	1.0	19167	0	-1.5197
Cwc27	4	0.0014225	0.0051055	0.378403	257	4	-1.3966	0.99858	0.99854	1.0	19166	0	-1.3966
Lrrn3	4	0.001438	0.0051628	0.378403	258	3	-1.9184	0.71474	0.71437	1.0	13223	0	-1.9184
Clk3	4	0.0014399	0.0051675	0.378403	259	3	-2.3812	0.93457	0.93466	1.0	17570	0	-2.3812
Sptssa	4	0.0014446	0.0051803	0.378403	260	3	-2.3779	0.61521	0.61492	1.0	11346	0	-2.3779
Olfr103	4	0.0014607	0.0052341	0.378403	261	3	-2.4232	0.97424	0.97437	1.0	18459	0	-2.4232
Traf2	4	0.0014607	0.0052341	0.378403	262	3	-2.6239	0.97029	0.97035	1.0	18374	0	-2.6239
Galnt15	4	0.0014675	0.0052556	0.378403	263	4	-2.0837	0.98833	0.98833	1.0	18809	0	-2.0837
Ttll5	4	0.0014751	0.0052827	0.378403	264	2	-0.23696	0.67142	0.67123	1.0	12380	0	-0.23696
Gcn1l1	4	0.0014804	0.0053007	0.378403	265	4	-1.6939	0.99852	0.99848	1.0	19165	0	-1.6939
Nrbf2	4	0.0014837	0.0053099	0.378403	266	4	-2.478	0.99852	0.99848	1.0	19164	0	-2.478
Zfp473	4	0.001489	0.0053258	0.378403	267	4	-2.4194	0.99492	0.99493	1.0	19008	0	-2.4194
Olfr115	4	0.0015184	0.0054405	0.383736	268	2	-1.4885	0.87339	0.87329	1.0	16309	0	-1.4885
Gga1	4	0.0015287	0.0054764	0.38486	269	1	0.41835	0.30705	0.30653	1.0	5608	1	0.41835
Pik3ca	4	0.0015588	0.0055732	0.387818	270	2	-1.3616	0.31525	0.31484	1.0	5762	0	-1.3616
Slc7a1	4	0.0015637	0.0055906	0.387818	271	4	-1.9875	0.99844	0.99841	1.0	19162	0	-1.9875
Serpinb9g	4	0.0015756	0.0056347	0.387818	272	4	-1.6405	0.99842	0.9984	1.0	19161	0	-1.6405
Gabrb3	4	0.0015806	0.0056526	0.387818	273	4	-2.6163	0.99274	0.99277	1.0	18941	0	-2.6163
Cyb5r2	4	0.0015823	0.0056593	0.387818	274	1	-0.11133	0.92459	0.92474	1.0	17371	0	-0.11133
Lamtor2	4	0.0015885	0.0056839	0.387818	275	3	-2.4061	0.91995	0.92008	1.0	17282	0	-2.4061
Ripk1	4	0.001602	0.0057336	0.387818	276	4	-2.6945	0.99007	0.99005	1.0	18848	0	-2.6945
Serf2	4	0.001602	0.0057336	0.387818	277	4	-2.491	0.99639	0.9964	1.0	19064	0	-2.491
Slc12a2	4	0.0016036	0.0057392	0.387818	278	4	-1.3711	0.9984	0.99838	1.0	19160	0	-1.3711
Ncoa5	4	0.0016265	0.0058263	0.390969	279	4	-2.3781	0.99837	0.99836	1.0	19159	0	-2.3781
Zfand6	4	0.0016359	0.0058642	0.391174	280	2	-0.84941	0.86757	0.8674	1.0	16185	0	-0.84941
Nampt	4	0.0016388	0.0058698	0.391174	281	4	-2.7909	0.99833	0.99831	1.0	19156	0	-2.7909
Rab13	4	0.0016518	0.0059093	0.391255	282	4	-2.2046	0.99835	0.99833	1.0	19158	0	-2.2046
AI314180	4	0.0016567	0.0059247	0.391255	283	2	-1.3898	0.67223	0.67203	1.0	12397	0	-1.3898
Trappc5	4	0.0016613	0.0059411	0.391255	284	4	-1.3369	0.99834	0.99832	1.0	19157	0	-1.3369
Uba5	4	0.0016719	0.0059728	0.391255	285	3	-2.553	0.88879	0.88873	1.0	16606	0	-2.553
Xrcc1	4	0.0016744	0.0059856	0.391255	286	4	-2.1896	0.99833	0.99831	1.0	19155	0	-2.1896
Rsf1	4	0.0016855	0.006023	0.391255	287	4	-1.7049	0.99831	0.9983	1.0	19154	0	-1.7049
Ogfod2	4	0.0016895	0.0060394	0.391255	288	2	-1.0276	0.85099	0.85079	1.0	15830	0	-1.0276
Fam234b	4	0.0016932	0.0060533	0.391255	289	3	-2.8338	0.29664	0.29627	1.0	5415	1	-2.8338
Tbk1	4	0.0017048	0.0060912	0.391794	290	4	-1.8253	0.9983	0.99828	1.0	19153	0	-1.8253
H2-M10.2	4	0.0017107	0.0061106	0.391794	291	3	-2.1656	0.88148	0.88141	1.0	16467	0	-2.1656
Vdac1	4	0.0017142	0.0061224	0.391794	292	3	-2.3915	0.94108	0.94113	1.0	17715	0	-2.3915
Prdm10	4	0.0017261	0.0061706	0.392745	293	4	-1.3973	0.99827	0.99826	1.0	19151	0	-1.3973
Oxtr	4	0.0017292	0.0061793	0.392745	294	4	-1.5351	0.99827	0.99826	1.0	19150	0	-1.5351
Foxb1	4	0.0017361	0.0061982	0.392745	295	3	-2.2367	0.97019	0.97024	1.0	18371	0	-2.2367
C2cd5	4	0.0017431	0.0062244	0.393111	296	2	-1.2531	0.90964	0.90962	1.0	17073	0	-1.2531
Olfr237-ps1	4	0.0017819	0.0063601	0.400377	297	2	-1.4389	0.75259	0.75236	1.0	13926	0	-1.4389
Ctu1	3	0.0018013	0.0050732	0.378403	298	3	-1.7957	0.9982	0.99824	1.0	19149	0	-1.7957
Rab7	4	0.0018268	0.0065051	0.407366	299	4	-2.1491	0.99817	0.99816	1.0	19148	0	-2.1491
Suz12	3	0.0018271	0.0051475	0.378403	300	3	-1.7323	0.99817	0.99821	1.0	19147	0	-1.7323
Zfp518b	4	0.0018292	0.0065133	0.407366	301	4	-1.9523	0.99817	0.99816	1.0	19146	0	-1.9523
2610507B11Rik	4	0.0018475	0.0065886	0.408813	302	4	-2.4562	0.99193	0.99195	1.0	18915	0	-2.4562
Olfr584	4	0.0018503	0.0065999	0.408813	303	2	-0.078243	0.28665	0.28662	1.0	5235	1	-0.078243
Pcf11	3	0.0018506	0.0052105	0.378403	304	3	-1.7474	0.99815	0.9982	1.0	19145	0	-1.7474
Cdk5	4	0.0018583	0.0066322	0.409499	305	4	-2.4549	0.99814	0.99813	1.0	19144	0	-2.4549
Gtf2h5	4	0.0018721	0.0066778	0.409822	306	3	-2.4398	0.948	0.94802	1.0	17881	0	-2.4398
Vmn2r102	2	0.0018752	0.0036884	0.332788	307	2	-1.6868	0.99812	0.9981	1.0	19143	0	-1.6868
Socs1	3	0.0018886	0.005313	0.378403	308	2	-1.8315	0.8092	0.80913	1.0	15008	0	-1.8315
Ube2r2	4	0.0018989	0.0067818	0.40988	309	3	-2.6356	0.70287	0.70257	1.0	13002	0	-2.6356
Lmo4	4	0.0019039	0.0068012	0.40988	310	3	-1.6708	0.11405	0.13237	1.0	2389	1	-1.6708
Gnb2	3	0.0019083	0.0053703	0.380173	311	3	-1.7245	0.99809	0.99815	1.0	19142	0	-1.7245
Rfx7	4	0.0019129	0.0068371	0.40988	312	4	-2.2966	0.99809	0.99808	1.0	19141	0	-2.2966
Caap1	4	0.0019138	0.0068386	0.40988	313	3	-2.401	0.96976	0.96979	1.0	18359	0	-2.401
Phf12	4	0.0019225	0.0068709	0.40988	314	4	-1.3569	0.99808	0.99808	1.0	19140	0	-1.3569
Bod1l	4	0.0019542	0.0069754	0.40988	315	3	-2.5557	0.97556	0.97572	1.0	18493	0	-2.5557
Lsr	4	0.0019575	0.0069893	0.40988	316	2	-1.13	0.37989	0.37947	1.0	6956	0	-1.13
Cacna1c	4	0.0019671	0.0070251	0.40988	317	4	-2.3797	0.99355	0.99358	1.0	18968	0	-2.3797
Kctd1	4	0.0019694	0.0070318	0.40988	318	2	-1.2657	0.59462	0.59428	1.0	10956	0	-1.2657
Slc37a1	4	0.0019694	0.0070318	0.40988	319	2	-1.6799	0.56521	0.56472	1.0	10416	0	-1.6799
Mark2	4	0.00197	0.0070343	0.40988	320	4	-2.1125	0.99644	0.99647	1.0	19065	0	-2.1125
Eif2ak3	4	0.0019763	0.0070569	0.40988	321	4	-1.6203	0.99802	0.99802	1.0	19139	0	-1.6203
Cox5b	4	0.001978	0.0070625	0.40988	322	3	-2.2409	0.46746	0.46719	1.0	8567	0	-2.2409
Tet2	4	0.0019922	0.0071199	0.411973	323	3	-1.9927	0.53205	0.53156	1.0	9781	0	-1.9927
Nob1	3	0.0019937	0.0056019	0.387818	324	3	-2.1005	0.99801	0.99806	1.0	19138	0	-2.1005
AY761185	4	0.0020072	0.0071706	0.413528	325	4	-1.5635	0.99799	0.99799	1.0	19136	0	-1.5635
Nfu1	4	0.0020111	0.0071896	0.413528	326	3	-2.5296	0.86387	0.86371	1.0	16106	0	-2.5296
Sema6c	4	0.0020195	0.0072193	0.413772	327	2	-1.1171	0.54672	0.54618	1.0	10068	0	-1.1171
Ndufb5	3	0.0020319	0.0057033	0.387818	328	3	-1.7315	0.99797	0.99802	1.0	19135	0	-1.7315
Sema6d	4	0.0020322	0.0072659	0.413772	329	4	-1.3325	0.99797	0.99797	1.0	19134	0	-1.3325
H2al1n	4	0.002043	0.0073064	0.413772	330	4	-1.4149	0.99796	0.99796	1.0	19133	0	-1.4149
Selenow	4	0.0020455	0.0073176	0.413772	331	2	-1.7441	0.30893	0.30842	1.0	5640	1	-1.7441
E2f1	4	0.0020455	0.0073176	0.413772	332	4	-2.3358	0.9824	0.98238	1.0	18655	0	-2.3358
Ilk	4	0.0020466	0.0073223	0.413772	333	4	-2.176	0.99795	0.99795	1.0	19132	0	-2.176
Dph6	3	0.0020585	0.0057715	0.38864	334	3	-1.7051	0.99794	0.998	1.0	19131	0	-1.7051
Efna2	4	0.0020647	0.0073863	0.414053	335	3	-1.262	0.24677	0.24877	1.0	4538	1	-1.262
Ttc33	4	0.0020668	0.007395	0.414053	336	3	-2.5805	0.96575	0.96577	1.0	18277	0	-2.5805
Krtap5-4	4	0.0020713	0.0074129	0.414053	337	4	-1.9004	0.99793	0.99793	1.0	19130	0	-1.9004
Cd36	4	0.0021009	0.0075169	0.416409	338	4	-1.2578	0.9979	0.9979	1.0	19127	0	-1.2578
Impa1	4	0.0021059	0.0075338	0.416409	339	4	-1.6672	0.99789	0.99789	1.0	19126	0	-1.6672
Ptar1	4	0.0021118	0.0075538	0.416409	340	4	-2.3107	0.99437	0.99439	1.0	18993	0	-2.3107
Sharpin	4	0.0021182	0.0075764	0.416409	341	3	-1.6581	0.74783	0.74749	1.0	13848	0	-1.6581
Pex1	4	0.0021199	0.0075858	0.416409	342	4	-2.3535	0.98749	0.98747	1.0	18790	0	-2.3535
Tmem82	4	0.0021252	0.0076071	0.416409	343	4	-1.3479	0.99787	0.99787	1.0	19125	0	-1.3479
Brk1	4	0.0021305	0.0076266	0.416409	344	4	-1.649	0.99787	0.99787	1.0	19124	0	-1.649
Mrpl18	3	0.0021423	0.0059969	0.391255	345	3	-1.8149	0.99786	0.99791	1.0	19123	0	-1.8149
Mgat2	4	0.0021452	0.0076819	0.416409	346	3	-2.317	0.74823	0.74789	1.0	13854	0	-2.317
Neurl3	4	0.0021487	0.0076952	0.416409	347	4	-2.2154	0.99785	0.99785	1.0	19122	0	-2.2154
Hspa13	4	0.0021546	0.0077137	0.416409	348	4	-1.9003	0.99785	0.99785	1.0	19121	0	-1.9003
Syf2	4	0.0021646	0.0077536	0.4174	349	3	-2.2079	0.59525	0.59493	1.0	10969	0	-2.2079
Alkbh1	4	0.0021718	0.0077777	0.417533	350	3	-1.1122	0.96339	0.9634	1.0	18214	0	-1.1122
Prdx6b	4	0.0022254	0.0079749	0.42242	351	1	-0.17658	0.79794	0.79784	1.0	14770	0	-0.17658
Rb1cc1	4	0.0022266	0.007978	0.42242	352	3	-2.1484	0.48151	0.48127	1.0	8823	0	-2.1484
Det1	4	0.0022527	0.0080774	0.424227	353	3	-2.2831	0.97694	0.97711	1.0	18529	0	-2.2831
Nufip2	4	0.0022594	0.0080979	0.424227	354	3	-1.8973	0.1187	0.13614	1.0	2465	1	-1.8973
Oprk1	4	0.0022601	0.0080999	0.424227	355	4	-2.0978	0.99774	0.99775	1.0	19120	0	-2.0978
Zfp593	4	0.0023077	0.0082716	0.428224	356	4	-1.8008	0.99769	0.9977	1.0	19119	0	-1.8008
Commd5	4	0.0023114	0.0082854	0.428224	357	2	-1.7615	0.78432	0.78413	1.0	14505	0	-1.7615
Olfr912	4	0.0023173	0.0082992	0.428224	358	4	-2.3261	0.99768	0.99769	1.0	19118	0	-2.3261
Bloc1s1	4	0.0023232	0.0083279	0.428224	359	4	-2.3292	0.98863	0.98863	1.0	18813	0	-2.3292
Acsl1	4	0.0023299	0.0083474	0.428224	360	3	-2.0562	0.50854	0.50816	1.0	9339	0	-2.0562
Appl2	4	0.0023299	0.0083474	0.428224	361	3	-1.8327	0.76664	0.76638	1.0	14190	0	-1.8327
Gm13119	4	0.0023326	0.0083535	0.428224	362	1	0.16132	0.24447	0.24658	1.0	4500	1	0.16132
Prkar1a	3	0.0023451	0.006564	0.408813	363	3	-1.6237	0.99765	0.9977	1.0	19117	0	-1.6237
Ndufaf8	4	0.0023472	0.0084068	0.429816	364	4	-1.7864	0.99765	0.99765	1.0	19116	0	-1.7864
Rock2	4	0.0023613	0.0084509	0.430393	365	4	-1.7324	0.99764	0.99764	1.0	19115	0	-1.7324
Itpr1	4	0.002364	0.0084627	0.430393	366	3	-1.8458	0.39055	0.39028	1.0	7162	0	-1.8458
Zfp827	4	0.0023723	0.0084883	0.430563	367	3	-2.3895	0.74071	0.74033	1.0	13714	0	-2.3895
Ahcyl1	4	0.0023861	0.0085431	0.431391	368	2	-1.2215	0.84007	0.83989	1.0	15604	0	-1.2215
Icosl	4	0.0023878	0.0085492	0.431391	369	4	-1.6675	0.99761	0.99761	1.0	19114	0	-1.6675
Xrcc3	3	0.0023912	0.0066798	0.409822	370	3	-1.5164	0.99761	0.99765	1.0	19113	0	-1.5164
Kifc1	4	0.0023974	0.008579	0.431763	371	3	-2.289	0.035032	0.062667	1.0	1157	1	-2.289
Borcs6	4	0.0024062	0.0086046	0.431927	372	3	-1.9659	0.93791	0.93797	1.0	17643	0	-1.9659
Rasal1	4	0.0024328	0.0087004	0.433905	373	4	-1.7253	0.99757	0.99756	1.0	19112	0	-1.7253
Mettl2	4	0.0024392	0.0087234	0.433905	374	2	-1.2991	0.47359	0.47339	1.0	8677	0	-1.2991
Serpinb7	4	0.0024397	0.0087245	0.433905	375	2	-0.16957	0.76531	0.76499	1.0	14166	0	-0.16957
Bloc1s5	4	0.0024487	0.0087562	0.433905	376	4	-1.0704	0.99755	0.99754	1.0	19111	0	-1.0704
Poc1a	4	0.0024669	0.0088238	0.436137	377	4	-2.178	0.9902	0.99019	1.0	18852	0	-2.178
Pfdn5	4	0.0024897	0.0089022	0.436934	378	4	-1.9748	0.99751	0.9975	1.0	19110	0	-1.9748
Ap5s1	4	0.0024927	0.008913	0.436934	379	4	-1.1884	0.99751	0.9975	1.0	19109	0	-1.1884
Ints8	3	0.0024934	0.0069534	0.40988	380	3	-1.7659	0.99751	0.99754	1.0	19108	0	-1.7659
Casp8ap2	3	0.0024934	0.0069534	0.40988	381	3	-1.9957	0.99751	0.99754	1.0	19107	0	-1.9957
Tmem106b	4	0.0024996	0.0089304	0.436934	382	3	-2.308	0.82035	0.82026	1.0	15203	0	-2.308
Dnttip2	3	0.0025075	0.0069908	0.40988	383	3	-1.6241	0.99749	0.99753	1.0	19106	0	-1.6241
S100pbp	3	0.0025136	0.0070015	0.40988	384	1	-0.17022	0.18429	0.18548	1.0	3496	1	-0.17022
Nr2f2	4	0.0025185	0.0089857	0.437572	385	3	-2.1475	0.81105	0.81096	1.0	15045	0	-2.1475
1700047I17Rik2	4	0.0025252	0.0090114	0.437572	386	4	-1.2831	0.99747	0.99746	1.0	19105	0	-1.2831
Rfx6	4	0.0025385	0.0090564	0.437582	387	4	-1.9488	0.99746	0.99745	1.0	19104	0	-1.9488
Tfec	4	0.0025468	0.0090795	0.437582	388	3	-1.0358	0.96079	0.96077	1.0	18154	0	-1.0358
Pcm1	4	0.0025817	0.0091871	0.441665	389	2	-1.7128	0.80221	0.80208	1.0	14862	0	-1.7128
Arl13a	4	0.0026004	0.0092603	0.444083	390	2	0.034822	0.2514	0.25312	1.0	4612	1	0.034822
Arpc2	3	0.0026382	0.0073479	0.414009	391	3	-1.6017	0.99736	0.9974	1.0	19102	0	-1.6017
Copz2	4	0.0026506	0.0094248	0.44638	392	3	-2.2206	0.95368	0.95365	1.0	17996	0	-2.2206
Gnb5	4	0.002654	0.009432	0.44638	393	3	-1.7925	0.97273	0.97286	1.0	18424	0	-1.7925
Ufsp2	4	0.002657	0.0094422	0.44638	394	3	-2.2157	0.97593	0.9761	1.0	18502	0	-2.2157
Strn4	4	0.0027052	0.0095944	0.452246	395	4	-1.3597	0.99729	0.99728	1.0	19101	0	-1.3597
C3ar1	4	0.0027176	0.0096441	0.452437	396	3	-2.2671	0.17351	0.18276	1.0	3328	1	-2.2671
Nsdhl	4	0.0027262	0.0096687	0.452437	397	4	-2.0561	0.99727	0.99727	1.0	19100	0	-2.0561
Ctnna1	4	0.0027365	0.0097076	0.453162	398	3	-2.1426	0.80788	0.80776	1.0	14978	0	-2.1426
Smc5	3	0.0027414	0.0076317	0.416409	399	3	-1.4571	0.99726	0.9973	1.0	19099	0	-1.4571
Gm14459	4	0.0027611	0.0097942	0.456102	400	2	-0.90682	0.94756	0.94758	1.0	17862	0	-0.90682
Atg7	3	0.0027622	0.0076814	0.416409	401	2	-1.7871	0.93639	0.93654	1.0	17609	0	-1.7871
Iqgap1	4	0.0027683	0.0098264	0.456505	402	3	-2.5202	0.63609	0.63579	1.0	11727	0	-2.5202
Ubl4b	4	0.0028146	0.0099909	0.45982	403	3	-1.2851	0.53262	0.53213	1.0	9793	0	-1.2851
Gm16381	3	0.0028182	0.0078382	0.419613	404	3	-1.6232	0.99718	0.99721	1.0	19098	0	-1.6232
Ldha	3	0.0028274	0.0078648	0.419876	405	3	-1.7221	0.99717	0.99721	1.0	19097	0	-1.7221
Adrm1	4	0.0028334	0.010052	0.45982	406	4	-2.0292	0.99717	0.99717	1.0	19096	0	-2.0292
Rpusd4	3	0.0028455	0.0079165	0.421474	407	3	-1.5083	0.99715	0.99719	1.0	19095	0	-1.5083
Dnajb2	4	0.0028682	0.01017	0.45982	408	1	0.45041	0.27306	0.27356	1.0	5000	1	0.45041
Irgm2	4	0.002871	0.010183	0.45982	409	3	-2.4552	0.69215	0.69193	1.0	12798	0	-2.4552
Krtap20-2	4	0.0028766	0.010201	0.45982	410	3	-2.1998	0.7114	0.71103	1.0	13155	0	-2.1998
Naa40	4	0.0028798	0.010216	0.45982	411	4	-2.0707	0.99712	0.99713	1.0	19094	0	-2.0707
Ifnz	4	0.0028818	0.010222	0.45982	412	4	-1.8155	0.99712	0.99713	1.0	19093	0	-1.8155
Atad5	4	0.0028879	0.010241	0.45982	413	4	-1.4287	0.99711	0.99713	1.0	19092	0	-1.4287
Cdh8	4	0.0028939	0.010259	0.45982	414	3	-2.0527	0.27601	0.27637	1.0	5048	1	-2.0527
Ppm1k	4	0.0028973	0.01027	0.45982	415	2	-1.039	0.049477	0.080466	1.0	1468	1	-1.039
Erg	4	0.0028986	0.010272	0.45982	416	4	-1.3802	0.9971	0.99712	1.0	19091	0	-1.3802
4932411E22Rik	4	0.0029044	0.01029	0.45982	417	4	-2.2285	0.99025	0.99024	1.0	18853	0	-2.2285
Limk2	4	0.0029044	0.01029	0.45982	418	3	-2.1575	0.96773	0.96776	1.0	18321	0	-2.1575
Rexo1	4	0.0029076	0.010303	0.45982	419	2	-1.4253	0.011782	0.023235	0.895844	478	1	-1.4253
Zfp953	4	0.0029076	0.010303	0.45982	420	3	-2.0091	0.41264	0.41244	1.0	7571	0	-2.0091
Mier3	4	0.0029218	0.010353	0.45982	421	3	-0.70143	0.94053	0.94059	1.0	17700	0	-0.70143
Slc7a14	4	0.0029268	0.010368	0.45982	422	4	-1.6378	0.99707	0.99709	1.0	19090	0	-1.6378
BC003331	4	0.0029439	0.010439	0.45982	423	3	-2.507	0.96026	0.96025	1.0	18144	0	-2.507
Ccdc187	4	0.0029517	0.010462	0.45982	424	4	-2.6058	0.99165	0.99168	1.0	18900	0	-2.6058
Khsrp	4	0.0029567	0.010478	0.45982	425	4	-2.0129	0.99704	0.99706	1.0	19089	0	-2.0129
Zfp384	4	0.0029614	0.010492	0.45982	426	4	-1.6164	0.99704	0.99706	1.0	19088	0	-1.6164
P2ry12	4	0.0029681	0.010512	0.45982	427	2	-1.7199	0.96158	0.96154	1.0	18179	0	-1.7199
Cntn6	4	0.0029753	0.010537	0.45982	428	2	-0.25228	0.89446	0.89442	1.0	16739	0	-0.25228
Fam133b	4	0.0029758	0.010538	0.45982	429	4	-1.8356	0.99702	0.99705	1.0	19086	0	-1.8356
Tmem135	4	0.0029881	0.010583	0.45982	430	3	-2.1776	0.90271	0.90272	1.0	16917	0	-2.1776
Rbm45	4	0.0029895	0.010589	0.45982	431	4	-1.1207	0.99701	0.99703	1.0	19085	0	-1.1207
Borcs5	4	0.0029998	0.010624	0.45982	432	4	-1.9545	0.997	0.99702	1.0	19084	0	-1.9545
Ndufb8	3	0.0030011	0.0083479	0.428224	433	3	-1.8372	0.997	0.99704	1.0	19083	0	-1.8372
Ist1	4	0.0030468	0.010773	0.463704	434	3	-2.3543	0.93114	0.93128	1.0	17494	0	-2.3543
Pdcd10	4	0.0030468	0.010773	0.463704	435	4	-2.4318	0.98712	0.98707	1.0	18781	0	-2.4318
Ifi204	4	0.0030594	0.010814	0.464411	436	4	-1.0963	0.99694	0.99697	1.0	19082	0	-1.0963
Nedd9	4	0.0030824	0.01089	0.465598	437	2	0.22771	0.023657	0.043541	0.989245	834	2	0.22771
Ddx11	4	0.0031057	0.010975	0.466045	438	4	-1.4604	0.99689	0.99692	1.0	19081	0	-1.4604
E2f3	4	0.0031102	0.010989	0.466045	439	3	-2.3718	0.048339	0.07956	1.0	1452	1	-2.3718
Mfsd7b	4	0.0031122	0.010995	0.466045	440	3	-1.6528	0.96761	0.96762	1.0	18319	0	-1.6528
H2afy2	4	0.003118	0.011016	0.466045	441	3	-2.2532	0.95449	0.95447	1.0	18009	0	-2.2532
Rab25	4	0.0031238	0.011039	0.466045	442	4	-2.3772	0.99548	0.99547	1.0	19029	0	-2.3772
Mboat4	4	0.0031446	0.011114	0.466045	443	4	-2.4934	0.9935	0.99355	1.0	18964	0	-2.4934
Usp39	3	0.0031483	0.0087414	0.433905	444	3	-1.7201	0.99685	0.99691	1.0	19080	0	-1.7201
Paox	4	0.0031626	0.011184	0.467822	445	4	-2.417	0.99684	0.99687	1.0	19079	0	-2.417
Serpina3f	3	0.0031966	0.0088618	0.436894	446	2	-0.94735	0.65525	0.65528	1.0	12079	0	-0.94735
Dynlt1b	4	0.0031978	0.011311	0.472115	447	4	-1.3208	0.9968	0.99684	1.0	19078	0	-1.3208
Olfr1212	4	0.003243	0.011461	0.476344	448	2	-0.1538	0.5498	0.54928	1.0	10124	0	-0.1538
Grb2	4	0.003261	0.011533	0.476973	449	4	-1.6774	0.99674	0.99677	1.0	19077	0	-1.6774
Hist1h2bl	3	0.0032744	0.0090687	0.437582	450	3	-1.8905	0.99673	0.99679	1.0	19076	0	-1.8905
Dnajc25	4	0.0032875	0.01162	0.476973	451	3	-1.9732	0.95335	0.95335	1.0	17989	0	-1.9732
Ccm2	4	0.0032875	0.01162	0.476973	452	3	-2.1761	0.94609	0.9461	1.0	17824	0	-2.1761
Tepp	4	0.0032966	0.011644	0.476973	453	2	-0.77682	0.64904	0.64883	1.0	11969	0	-0.77682
Pigk	4	0.0032993	0.011652	0.476973	454	4	-2.16	0.9967	0.99673	1.0	19075	0	-2.16
Zfp574	4	0.0033151	0.011702	0.476973	455	3	-2.3334	0.69522	0.69497	1.0	12857	0	-2.3334
Med16	4	0.0033151	0.011702	0.476973	456	4	-2.0751	0.99304	0.99306	1.0	18946	0	-2.0751
Pi4kb	4	0.0033151	0.011702	0.476973	457	3	-2.0457	0.12813	0.14401	1.0	2597	1	-2.0457
Dhdh	4	0.0033308	0.011757	0.476973	458	3	-1.587	0.8967	0.89664	1.0	16786	0	-1.587
Ano4	4	0.0033345	0.011772	0.476973	459	3	-1.7783	0.69595	0.69568	1.0	12876	0	-1.7783
Olfr1085	4	0.0033498	0.011822	0.476973	460	4	-1.4708	0.99665	0.99669	1.0	19074	0	-1.4708
Bloc1s4	3	0.0033532	0.0092839	0.444111	461	3	-1.5934	0.99665	0.99672	1.0	19073	0	-1.5934
Arhgef7	3	0.0033916	0.0093792	0.44638	462	3	-1.5109	0.99661	0.99669	1.0	19072	0	-1.5109
Gm11596	4	0.0033972	0.011979	0.482292	463	4	-1.4741	0.9966	0.99663	1.0	19071	0	-1.4741
